sentence	lemma
Dr. Gary Wadler , a member of the World Anti - Doping Agency 's research and methods committee , testified that the NFL 's policy was the most comprehensive of all major U.S. sports but said it still had major deficiencies .	Dr. Gary Wadler , a member of the World Anti - Doping Agency 's research and method committee , testify that the NFL 's policy be the most comprehensive of all major U.S. sport but say it still have major deficiency .
Chris Cutter , a spokesman for the International Fund for Animal Welfare , said his group 's mission is to look at the big picture .	Chris Cutter , a spokesman for the International Fund for Animal Welfare , say he group 's mission be to look at the big picture .
Due to the Internetâ€ ™ s rapidly evolving nature , Light Reading may need to update this Privacy Policy from time to time .	due to the Internetâ€ ™ 's rapidly evolve nature , light reading may need to update this privacy policy from time to time .
VATICAN CITY ( Reuters ) - A frail and pained Pope John Paul II was battling on Friday against a fever and urinary infection , raising fears around the Roman Catholic world that his historic papacy might be nearing an end .	VATICAN CITY ( Reuters ) - a frail and pained Pope John Paul II be battle on Friday against a fever and urinary infection , raise fear around the Roman catholic world that he historic papacy might be near a end .
"The parents feel horrible , "" Niebusch said , declining to name them ."	"the parent feel horrible , "" Niebusch say , decline to name they ."
It was earlier reported that a donation jar for Jessop& # 039 ; s family also had been robbed of about & # 036;250 .	it be earlier report that a donation jar for Jessop& # 039 ; 's family also have be rob of about & # 036;250 .
"The angry resident said that something must be done to bring an end to what she described as "" blatantly sectarian attacks "" ."	"the angry resident say that something must be do to bring a end to what she describe as "" blatantly sectarian attack "" ."
But it took six weeks of repeated seizures , drugs , scans , a brain drain and two stays in intensive care before Ngahuia , now six months old , finally beat off the rare form of meningitis plaguing her .	but it take six week of repeat seizure , drug , scan , a brain drain and two stay in intensive care before Ngahuia , now six month old , finally beat off the rare form of meningitis plagu she .
"I have a friend who told me he did n't pray a lot , but he would now , "" Angel said with a quiet smile ."	"I have a friend who tell I he do not pray a lot , but he would now , "" Angel say with a quiet smile ."
I rocked him and crossed him over and I got my feet set .	I rock he and cross he over and I get my foot set .
He never relinquished his spot atop the leaderboard on Saturday .	he never relinquish he spot atop the leaderboard on Saturday .
New Delhi , May 17 ( PTI ) Concerned over widening trade deficit , government today favoured further opening up of economy to attract more FDI and FII flows and relaxation of rules to improve remittances and service exports .	New Delhi , May 17 ( pti ) concerned over widen trade deficit , government today favour further open up of economy to attract more FDI and fii flow and relaxation of rule to improve remittance and service export .
Science does not tell us what to believe .	science do not tell we what to believe .
More than 45 percent of the population there still lives on less than a dollar a day .	more than 45 percent of the population there still live on less than a dollar a day .
Gwinnett police tested the vests at their indoor range , where they successfully stopped rounds fired from about 2 feet away , Moloney said .	Gwinnett police test the vest at they indoor range , where they successfully stop round fire from about 2 foot away , Moloney say .
Suharto , who ruled Indonesia for 32 years , was hospitalized last Thursday after blood tests showed he was anemic .	Suharto , who rule Indonesia for 32 year , be hospitalize last Thursday after blood test show he be anemic .
