word	lemma
And is not this Medium the same with that by which Light refracted and reflected, whose Vibrations communicates Heat to Bodies put into Fits of easy Reflexion Transmission?	and be not this medium the same with that by which light refract and reflect, whose vibration communicate heat to body put into fit of easy reflexion transmission?
"And it 's also a crime to kill them."""	"and it be also a crime to kill they."""
And ocean waters are becoming contaminated from agricultural, industrial mining and forestry activities.	and ocean water be become contaminate from agricultural, industrial mining and forestry activity.
"And she certainly had to banish the spectre ofinter-racial marriage."""	"and she certainly have to banish the spectre ofinter-racial marriage."""
"And she 's never afraid to get her hands dirty."" citation Adams on character as following the idea of independent, feisty woman but set in a more identifiable world"	"and she be never afraid to get she hand dirty."" citation Adams on character as follow the idea of independent, feisty woman but set in a more identifiable world"
And so, as the hunter of time blasts moose eternity and dairy counter worker fate sighs grabs her mop..	and so, as the hunter of time blast moose eternity and dairy counter worker fate sigh grab she mop..
And the eigenvectors corresponding to these eigenvalues are: Only eigenvalue is more than unity.	and the eigenvector correspond to these eigenvalue be: only eigenvalue be more than unity.
And the more numerous and serious charges, studies have shown greater fear.	and the more numerous and serious charge, study have show greater fear.
And the rumor is in those places, and among foreigners of Faith that indeed Jesus was born this cave who worshipped reverenced by Christians.	and the rumor be in those place, and among foreigner of Faith that indeed Jesus be bear this cave who worship reverence by Christians.
And this, it might be said was as far possible under the mission system.	and this, it might be say be as far possible under the mission system.
And, thus this is probably erroneous.	and, thus this be probably erroneous.
"And thus was born a legend which has never entirely perished. citation The phrase to Ludendorff's liking, and he let it be known among the general staff that this"" official version so disseminated throughout German society"	"and thus be bear a legend which have never entirely perish. citation the phrase to Ludendorff's liking, and he let it be know among the general staff that this"" official version so disseminate throughout german society"
